Date,Close,Volumen
01/06/2012,2.25,12775
04/06/2012,2.25,8700
05/06/2012,2.24,7402
06/06/2012,2.2,8749
07/06/2012,2.2,4615
08/06/2012,2.2,4163
11/06/2012,2.2,15516
12/06/2012,2.18,2328
13/06/2012,2.16,2300
14/06/2012,2.02,120334
15/06/2012,2.01,44041
18/06/2012,2.05,5000
19/06/2012,2.05,10196
20/06/2012,2.07,4542
21/06/2012,2.05,9800
22/06/2012,2,25784
25/06/2012,2,51641
26/06/2012,2,2961
27/06/2012,2,4909
28/06/2012,2,2500
02/07/2012,2,12199
03/07/2012,2.05,8517
04/07/2012,2,19069
05/07/2012,2,4895
06/07/2012,2.06,150056
09/07/2012,2.1,36691
10/07/2012,2.1,75003
11/07/2012,2.1,5000
12/07/2012,2.1,5060
13/07/2012,2.1,3820
16/07/2012,2.08,2229
17/07/2012,2,5117
18/07/2012,2,2999
19/07/2012,2,1973
20/07/2012,2,3000
23/07/2012,2,3335
24/07/2012,2,7000
25/07/2012,2,4470
26/07/2012,2,8357
27/07/2012,2,2856
30/07/2012,1.94,11433
31/07/2012,2,4968
01/08/2012,2,6480
02/08/2012,2,10482
03/08/2012,2.05,27492
06/08/2012,2.05,2500
07/08/2012,2.05,5455
08/08/2012,2,10386
09/08/2012,2,5202
10/08/2012,2.1,18223
13/08/2012,2.05,3000
14/08/2012,2.1,16280
15/08/2012,2.1,3179
16/08/2012,2.1,12828
17/08/2012,2.15,12378
20/08/2012,2.18,6522
21/08/2012,2.16,5199
22/08/2012,2.16,6003
23/08/2012,2.12,4202
24/08/2012,2.05,9786
27/08/2012,2.05,4470
28/08/2012,2.05,3616
29/08/2012,2.05,2846
31/08/2012,2.13,15125
03/09/2012,2.13,6648
04/09/2012,2.1,2855
05/09/2012,2.09,1900
06/09/2012,2.09,7048
07/09/2012,2.09,3758
